recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion x,quaternion y,quaternion z,quaternion w
bb09b488-e875-448b-9801-156d15b3962c,1775725052285592338,0.4043579,3.8223267,-6.795883,-0.072753906,-0.51953125,0.85351557,5.329296134517829,-31.790032838463798,9.281089689726311,-0.27630004,0.022432258,0.065036,0.95860595
bb09b488-e875-448b-9801-156d15b3962c,1775725052294002338,0.7686615,4.12941,-6.8531036,-0.08496094,-0.5258789,0.8632812,5.325312942518217,-31.782314222344343,9.284697721070183,-0.27623406,0.02239633,0.06508028,0.9586228
bb09b488-e875-448b-9801-156d15b3962c,1775725052304341338,0.7095337,4.005432,-6.795883,-0.09228515,-0.5019531,0.87255853,5.326302426393756,-31.76920573598573,9.310069988587552,-0.27613014,0.022353813,0.065297775,0.9586389
bb09b488-e875-448b-9801-156d15b3962c,1775725052314680338,1.2569427,3.698349,-6.795883,-0.0727539,-0.5209961,0.87255853,5.317737068553614,-31.758304958567194,9.31724669031983,-0.27603567,0.022273492,0.0653848,0.9586621
bb09b488-e875-448b-9801-156d15b3962c,1775725052325019338,1.3198853,3.6392212,-7.101059,-0.082519524,-0.51904297,0.85937494,5.306720959966442,-31.74662194419083,9.301995581282183,-0.27592888,0.022227298,0.065290526,0.9587003
bb09b488-e875-448b-9801-156d15b3962c,1775725052332627338,1.9283295,3.7593842,-7.2193146,-0.07763671,-0.515625,0.86035156,5.2959534242945985,-31.727655416112352,9.318142190195315,-0.27576753,0.022113338,0.065462545,0.9587377
bb09b488-e875-448b-9801-156d15b3962c,1775725052340235338,1.8081665,3.8223267,-7.2193146,-0.086914055,-0.5019531,0.84619135,5.2887171856779345,-31.710928448624458,9.339165426787037,-0.2756278,0.022015456,0.06566555,0.9587662
bb09b488-e875-448b-9801-156d15b3962c,1775725052347843338,1.197815,3.7612915,-7.2841644,-0.07714843,-0.51123047,0.8452148,5.28423777522052,-31.69580003272498,9.359413713311934,-0.2755028,0.021941282,0.06585451,0.9587909
bb09b488-e875-448b-9801-156d15b3962c,1775725052355451338,1.2588501,3.4561157,-6.975174,-0.08203124,-0.5131836,0.8549804,5.278703005217661,-31.68475732464028,9.379940567067397,-0.27541134,0.0218544,0.06604597,0.958806
bb09b488-e875-448b-9801-156d15b3962c,1775725052367098338,0.831604,3.578186,-6.975174,-0.079589844,-0.5151367,0.8574218,5.274678852920763,-31.677812418882755,9.400539823939951,-0.27535495,0.021776753,0.066232026,0.9588111
bb09b488-e875-448b-9801-156d15b3962c,1775725052378745338,0.5264282,3.578186,-7.2193146,-0.08398437,-0.52197266,0.8662109,5.268572710856453,-31.672584232256,9.420742454561976,-0.2753116,0.021681286,0.06641877,0.9588128
bb09b488-e875-448b-9801-156d15b3962c,1775725052390392338,0.22125244,3.3950806,-7.036209,-0.0805664,-0.5136719,0.8662109,5.260431203417246,-31.671557142029897,9.433531609286451,-0.2753007,0.02158326,0.06654593,0.9588093
bb09b488-e875-448b-9801-156d15b3962c,1775725052400560338,-0.1449585,3.4561157,-6.7310333,-0.084472656,-0.5097656,0.86669916,5.245806421177563,-31.660812308288843,9.475217582423301,-0.2752103,0.021369353,0.06693608,0.9588129
bb09b488-e875-448b-9801-156d15b3962c,1775725052410729338,0.038146973,3.211975,-6.9179535,-0.09326172,-0.52001953,0.8627929,5.244788351026596,-31.657708057927696,9.513910758540838,-0.27519098,0.021270402,0.06726408,0.9587977
bb09b488-e875-448b-9801-156d15b3962c,1775725052420898338,0.22125244,3.211975,-6.7310333,-0.09033203,-0.5214844,0.86669916,5.240427273067891,-31.655703928536308,9.536523620083141,-0.27517587,0.021181222,0.06746492,0.9587899
